상영내역,,,,,,,,,,
상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회
2015-03-28,04관,"10:00, 인서전트(디지털), 6,000원","12:30, 인서전트(디지털), 10,000원","15:00, 인서전트(디지털), 10,000원","17:40, 인서전트(디지털), 10,000원","20:10, 인서전트(디지털), 10,000원","22:40, 인서전트(디지털), 10,000원","25:10, 인서전트(디지털), 9,000원",,
2015-03-28,05관 [CGV아트하우스],"09:00, 리바이어던(디지털), 6,000원","11:50, 소셜포비아(디지털), 10,000원","14:30, 뷰티풀 라이(디지털), 10,000원","16:55, 버드맨(디지털), 10,000원","19:50, 위플래쉬(디지털), 10,000원","22:15, 뷰티풀 라이(디지털), 10,000원","24:35, 버드맨(디지털), 9,000원",,
2015-03-28,06관,"08:20, 신데렐라(디지털), 6,000원","10:40, 신데렐라(디지털), 10,000원","13:10, 신데렐라(디지털), 10,000원","15:30, 신데렐라(디지털), 10,000원","17:50, 신데렐라(디지털), 10,000원","20:20, 채피(디지털), 10,000원","22:50, 신데렐라(디지털), 10,000원","25:20, 채피(디지털), 9,000원",
2015-03-28,07관,"08:50, 킹스맨 : 시크릿 에이전트(디지털), 6,000원","11:25, 킹스맨 : 시크릿 에이전트(디지털), 7,000원","14:00, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","16:45, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","19:20, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","22:05, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","24:50, 킹스맨 : 시크릿 에이전트(디지털), 9,000원",,
2015-03-28,08관,"08:40, 스물(디지털), 6,000원","11:05, 스물(디지털), 10,000원","13:30, 스물(디지털), 10,000원","15:55, 스물(디지털), 10,000원","18:20, 스물(디지털), 10,000원","20:45, 스물(디지털), 10,000원","23:15, 스물(디지털), 9,000원","25:40, 스물(디지털), 9,000원",
2015-03-29,01관,"08:40, 위플래쉬(디지털), 6,000원","10:55, 위플래쉬(디지털), 10,000원","13:10, 위플래쉬(디지털), 10,000원","15:25, 위플래쉬(디지털), 10,000원","17:40, 위플래쉬(디지털), 10,000원","19:55, 위플래쉬(디지털), 10,000원","22:10, 위플래쉬(디지털), 10,000원","24:25, 킹스맨 : 시크릿 에이전트(디지털), 9,000원",
2015-03-29,02관,"09:50, 코멧(디지털), 6,000원","11:55, 이미테이션 게임(디지털), 10,000원","14:20, 위플래쉬(디지털), 10,000원","16:35, 위플래쉬(디지털), 10,000원","18:55, 위플래쉬(디지털), 10,000원","21:15, 이미테이션 게임(디지털), 10,000원","23:45, 채피(디지털), 9,000원",,
2015-03-29,03관,"09:40, 스물(디지털), 7,000원","12:15, 스물(디지털), 10,000원","14:40, 스물(디지털), 10,000원","17:10, 스물(디지털), 10,000원","19:35, 스물(디지털), 10,000원","22:00, 스물(디지털), 10,000원","24:30, 스물(디지털), 9,000원",,
2015-03-29,04관,"09:30, 인서전트(디지털), 7,000원","12:00, 인서전트(디지털), 10,000원","14:30, 인서전트(디지털), 10,000원","17:00, 인서전트(디지털), 10,000원","19:30, 인서전트(디지털), 10,000원","22:00, 인서전트(디지털), 10,000원",,,
2015-03-29,05관 [CGV아트하우스],"08:20, 버드맨(디지털), 6,000원","10:50, 소셜포비아(디지털), 10,000원","13:30, 뷰티풀 라이(디지털), 10,000원","15:50, 버드맨(디지털), 10,000원","18:45, 뷰티풀 라이(디지털), 10,000원","21:05, 위플래쉬(디지털), 10,000원","23:25, 리바이어던(디지털), 9,000원",,
2015-03-29,06관,"09:20, 신데렐라(디지털), 9,000원","11:45, 신데렐라(디지털), 10,000원","14:10, 신데렐라(디지털), 10,000원","16:30, 신데렐라(디지털), 10,000원","19:05, 런 올 나이트(디지털), 10,000원","21:30, 신데렐라(디지털), 10,000원","23:55, 런 올 나이트(디지털), 9,000원",,
2015-03-29,07관,"08:50, 킹스맨 : 시크릿 에이전트(디지털), 6,000원","11:25, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","14:00, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","16:45, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","19:20, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","21:55, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","24:40, 위플래쉬(디지털), 9,000원",,
2015-03-29,08관,"08:30, 스물(디지털), 6,000원","11:00, 스물(디지털), 10,000원","13:25, 스물(디지털), 10,000원","16:00, 스물(디지털), 10,000원","18:25, 스물(디지털), 10,000원","20:50, 스물(디지털), 10,000원","23:15, 스물(디지털), 9,000원",,
2015-03-30,01관,"10:00, 위플래쉬(디지털), 6,000원","12:20, 위플래쉬(디지털), 8,000원","14:40, 위플래쉬(디지털), 8,000원","17:00, 위플래쉬(디지털), 9,000원","19:20, 위플래쉬(디지털), 9,000원","21:35, 위플래쉬(디지털), 9,000원","24:00, 위플래쉬(디지털), 8,000원",,
2015-03-30,02관,"09:30, 이미테이션 게임(디지털), 6,000원","11:55, 런 올 나이트(디지털), 8,000원","14:30, 이미테이션 게임(디지털), 9,000원","17:00, 코멧(디지털), 8,000원","19:00, 인서전트(디지털), 9,000원","21:45, 코멧(디지털), 9,000원","23:45, 런 올 나이트(디지털), 8,000원",,
2015-03-30,03관,"10:10, 스물(디지털), 6,000원",,"15:00, 스물(디지털), 8,000원","17:25, 스물(디지털), 9,000원","19:50, 스물(디지털), 9,000원","22:15, 스물(디지털), 9,000원","24:45, 스물(디지털), 8,000원",,
2015-03-30,04관,"10:20, 인서전트(디지털), 6,000원","12:50, 인서전트(디지털), 8,000원","15:20, 인서전트(디지털), 8,000원","18:00, 위플래쉬(디지털), 9,000원","20:15, 위플래쉬(디지털), 9,000원","22:30, 인서전트(디지털), 9,000원","25:00, 위플래쉬(디지털), 8,000원",,
2015-03-30,05관 [CGV아트하우스],"09:40, 버드맨(디지털), 6,000원","12:10, 소셜포비아(디지털), 8,000원","14:20, 리바이어던(디지털), 8,000원","17:10, 버드맨(디지털), 9,000원","19:40, 뷰티풀 라이(디지털), 9,000원","22:25, 위플래쉬(디지털), 9,000원","24:55, 버드맨(디지털), 7,000원",,
2015-03-30,06관,"09:10, 신데렐라(디지털), 6,000원","11:30, 채피(디지털), 8,000원","14:00, 신데렐라(디지털), 8,000원","16:25, 신데렐라(디지털), 9,000원","18:50, 신데렐라(디지털), 9,000원","21:15, 신데렐라(디지털), 9,000원","23:35, 신데렐라(디지털), 8,000원",,
2015-03-30,07관,"09:00, 킹스맨 : 시크릿 에이전트(디지털), 6,000원","11:40, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","14:15, 킹스맨 : 시크릿 에이전트(디지털), 5,000원","16:50, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","19:30, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","22:05, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","24:40, 킹스맨 : 시크릿 에이전트(디지털), 8,000원",,
2015-03-30,08관,"08:50, 스물(디지털), 6,000원","11:20, 스물(디지털), 8,000원","13:45, 스물(디지털), 9,000원","16:10, 스물(디지털), 9,000원","18:35, 스물(디지털), 9,000원","21:00, 스물(디지털), 9,000원","23:25, 스물(디지털), 8,000원",,
2015-03-31,01관,"08:50, 위플래쉬(디지털), 6,000원","11:05, 위플래쉬(디지털), 8,000원","13:20, 위플래쉬(디지털), 8,000원","15:35, 위플래쉬(디지털), 9,000원","17:50, 위플래쉬(디지털), 9,000원","20:05, 위플래쉬(디지털), 9,000원","22:30, 위플래쉬(디지털), 9,000원","24:45, 위플래쉬(디지털), 8,000원",
2015-03-31,02관,"09:30, 이미테이션 게임(디지털), 6,500원","11:55, 코멧(디지털), 8,000원","14:10, 이미테이션 게임(디지털), 8,000원","16:45, 위플래쉬(디지털), 9,000원","19:00, 위플래쉬(디지털), 9,000원","21:15, 위플래쉬(디지털), 9,000원","23:30, 런 올 나이트(디지털), 8,000원",,
2015-03-31,03관,"10:10, 스물(디지털), 6,000원","12:35, 스물(디지털), 8,000원","15:00, 스물(디지털), 8,000원","17:25, 스물(디지털), 9,000원","19:50, 스물(디지털), 9,000원","22:20, 스물(디지털), 9,000원","24:55, 스물(디지털), 8,000원",,
2015-03-31,04관,"09:40, 인서전트(디지털), 6,000원","12:10, 인서전트(디지털), 4,000원","14:45, 인서전트(디지털), 8,000원","17:15, 코멧(디지털), 9,000원","19:15, 인서전트(디지털), 9,000원","21:55, 인서전트(디지털), 9,000원",,,
2015-03-31,05관 [CGV아트하우스],"09:50, 버드맨(디지털), 7,500원",,"14:35, 위플래쉬(디지털), 8,000원","16:55, 버드맨(디지털), 9,000원","19:25, 뷰티풀 라이(디지털), 9,000원","21:45, 리바이어던(디지털), 9,000원","24:35, 버드맨(디지털), 8,000원",,
2015-03-31,06관,"09:20, 신데렐라(디지털), 6,000원",,"14:00, 신데렐라(디지털), 8,000원","16:25, 신데렐라(디지털), 9,000원","18:50, 신데렐라(디지털), 9,000원","21:25, 채피(디지털), 9,000원","23:55, 신데렐라(디지털), 8,000원",,
2015-03-31,07관,"09:10, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","11:45, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","14:25, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","17:05, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","19:40, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","22:15, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","24:50, 킹스맨 : 시크릿 에이전트(디지털), 8,000원",,
2015-03-31,08관,"09:00, 스물(디지털), 6,000원","11:25, 스물(디지털), 8,000원","13:50, 스물(디지털), 8,000원","16:15, 스물(디지털), 9,000원","18:40, 스물(디지털), 9,000원","21:05, 스물(디지털), 9,000원","23:40, 스물(디지털), 7,000원",,
