2015년_ [교양과목 성적평가 분포_(대학)_],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기준년도,학교명,학기,교양과목 성적인정 총학생수,만점평점,등급(평점)별 학생수 및 비율,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A+,,A0,,A-,,B+,,B0,,B-,,C+,,C0,,C-,,D+,,D0,,D-,,F,
2014,한신대학교 _본교,1학기,"11,576",4.5,"1,520",13.1,798,6.9,0,0,"3,589",31,"1,356",11.7,0,0,"2,204",19,776,6.7,0,0,269,2.3,193,1.7,0,0,871,7.5
2014,한신대학교 _본교,2학기,"9,916",4.5,"1,305",13.2,669,6.7,0,0,"3,204",32.3,"1,061",10.7,0,0,"2,095",21.1,656,6.6,0,0,240,2.4,158,1.6,0,0,528,5.3
2014,한양대학교 _본교,1학기,"51,650",4.5,"13,284",25.7,"8,206",15.9,0,0,"11,871",23,"4,402",8.5,0,0,"7,036",13.6,"2,510",4.9,0,0,838,1.6,433,0.8,0,0,"3,070",5.9
2014,한양대학교 _본교,2학기,"45,947",4.5,"12,601",27.4,"6,708",14.6,0,0,"10,559",23,"3,608",7.9,0,0,"6,496",14.1,"2,352",5.1,0,0,653,1.4,508,1.1,0,0,"2,462",5.4
2014,한양대학교(ERICA) _분교,1학기,"28,939",4.5,"6,135",21.2,"4,161",14.4,0,0,"7,499",25.9,"3,082",10.6,0,0,"4,679",16.2,"1,351",4.7,0,0,484,1.7,299,1,0,0,"1,249",4.3
2014,한양대학교(ERICA) _분교,2학기,"27,867",4.5,"5,950",21.4,"4,159",14.9,0,0,"7,132",25.6,"2,801",10.1,0,0,"4,530",16.3,"1,324",4.8,0,0,465,1.7,334,1.2,0,0,"1,172",4.2
2014,한양사이버대학교 _본교,1학기,"19,866",4.5,"3,570",18,"2,262",11.4,0,0,"5,168",26,"2,513",12.6,0,0,"2,703",13.6,"1,252",6.3,0,0,380,1.9,278,1.4,0,0,"1,740",8.8
2014,한양사이버대학교 _본교,2학기,"17,597",4.5,"2,937",16.7,"2,303",13.1,0,0,"4,605",26.2,"2,084",11.8,0,0,"2,406",13.7,989,5.6,0,0,416,2.4,188,1.1,0,0,"1,669",9.5
2014,한영신학대학교 _본교,1학기,"1,884",4.5,237,12.6,189,10,0,0,634,33.7,325,17.3,0,0,257,13.6,109,5.8,0,0,23,1.2,38,2,0,0,72,3.8
2014,한영신학대학교 _본교,2학기,"1,627",4.5,192,11.8,184,11.3,0,0,559,34.4,249,15.3,0,0,221,13.6,121,7.4,0,0,17,1,29,1.8,0,0,55,3.4
2014,한일장신대학교 _본교,1학기,"1,934",4.5,142,7.3,199,10.3,230,11.9,432,22.3,195,10.1,177,9.2,270,14,100,5.2,105,5.4,10,0.5,13,0.7,19,1,42,2.2
2014,한일장신대학교 _본교,2학기,"1,534",4.5,147,9.6,162,10.6,177,11.5,240,15.6,153,10,172,11.2,194,12.6,81,5.3,87,5.7,28,1.8,8,0.5,20,1.3,65,4.2
2014,한일장신대학교 _본교,3학기,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,한중대학교 _본교,1학기,"3,683",4.5,"1,261",34.2,843,22.9,0,0,583,15.8,418,11.3,0,0,153,4.2,96,2.6,0,0,40,1.1,40,1.1,0,0,249,6.8
2014,한중대학교 _본교,2학기,"3,288",4.5,"1,004",30.5,748,22.7,0,0,588,17.9,428,13,0,0,182,5.5,131,4,0,0,35,1.1,27,0.8,0,0,145,4.4
2014,협성대학교 _본교,1학기,"9,598",4.5,"1,692",17.6,731,7.6,0,0,"2,818",29.4,919,9.6,0,0,"1,741",18.1,708,7.4,0,0,253,2.6,261,2.7,0,0,475,4.9
2014,협성대학교 _본교,2학기,"8,841",4.5,"1,521",17.2,821,9.3,0,0,"2,591",29.3,805,9.1,0,0,"1,605",18.2,584,6.6,0,0,238,2.7,246,2.8,0,0,430,4.9
2014,호남대학교 _본교,1학기,"10,482",4.5,"1,381",13.2,930,8.9,0,0,"2,353",22.4,"1,098",10.5,0,0,"2,540",24.2,"1,048",10,0,0,258,2.5,240,2.3,0,0,634,6
2014,호남대학교 _본교,2학기,"9,873",4.5,"1,385",14,758,7.7,0,0,"2,235",22.6,"1,001",10.1,0,0,"2,203",22.3,"1,032",10.5,0,0,285,2.9,266,2.7,0,0,708,7.2
2014,호남신학대학교 _본교,1학기,"1,545",4.5,234,15.1,206,13.3,0,0,359,23.2,185,12,0,0,204,13.2,136,8.8,0,0,111,7.2,37,2.4,0,0,73,4.7
2014,호남신학대학교 _본교,2학기,"1,211",4.5,198,16.4,163,13.5,0,0,269,22.2,138,11.4,0,0,188,15.5,87,7.2,0,0,55,4.5,33,2.7,0,0,80,6.6
2014,호서대학교 _본교,1학기,"34,161",4.5,"4,717",13.8,"3,548",10.4,0,0,"7,504",22,"4,070",11.9,0,0,"7,271",21.3,"3,388",9.9,0,0,"1,131",3.3,947,2.8,0,0,"1,585",4.6
2014,호서대학교 _본교,2학기,"31,274",4.5,"4,626",14.8,"3,048",9.7,0,0,"7,409",23.7,"3,233",10.3,0,0,"6,807",21.8,"2,503",8,0,0,971,3.1,857,2.7,0,0,"1,820",5.8
2014,호원대학교 _본교,1학기,"8,469",4.5,"1,394",16.5,718,8.5,0,0,"2,302",27.2,848,10,0,0,"1,907",22.5,655,7.7,0,0,272,3.2,148,1.7,0,0,225,2.7
2014,호원대학교 _본교,2학기,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,호원대학교 _본교,3학기,"7,480",4.5,"1,260",16.8,666,8.9,0,0,"1,949",26.1,855,11.4,0,0,"1,554",20.8,571,7.6,0,0,218,2.9,138,1.8,0,0,269,3.6
2014,홍익대학교 _본교,1학기,"29,203",4.5,"6,382",21.9,"3,226",11,0,0,"8,456",29,"3,049",10.4,0,0,"4,679",16,"1,432",4.9,0,0,593,2,344,1.2,0,0,"1,042",3.6
2014,홍익대학교 _본교,2학기,"28,485",4.5,"6,144",21.6,"3,184",11.2,0,0,"8,484",29.8,"2,917",10.2,0,0,"4,570",16,"1,312",4.6,0,0,499,1.8,356,1.2,0,0,"1,019",3.6
2014,홍익대학교(세종) _분교,1학기,"16,780",4.5,"3,171",18.9,"1,522",9.1,0,0,"4,826",28.8,"1,825",10.9,0,0,"3,445",20.5,927,5.5,0,0,325,1.9,200,1.2,0,0,539,3.2
2014,홍익대학교(세종) _분교,2학기,"16,403",4.5,"3,004",18.3,"1,429",8.7,0,0,"4,509",27.5,"1,581",9.6,0,0,"3,586",21.9,"1,064",6.5,0,0,366,2.2,267,1.6,0,0,597,3.6
2014,화신사이버대학교 _본교,1학기,767,4.5,126,16.4,100,13,0,0,167,21.8,110,14.3,0,0,88,11.5,33,4.3,0,0,19,2.5,37,4.8,0,0,87,11.3
2014,화신사이버대학교 _본교,2학기,816,4.5,151,18.5,126,15.4,0,0,192,23.5,89,10.9,0,0,103,12.6,49,6,0,0,30,3.7,42,5.1,0,0,34,4.2
